year,WEO.Subject.Code,Country.Group.Name,Units,Scale,Subject.Descriptor,vintage,value,location
2008,NGDP_RPCH,Advanced economies,Percent change,,"Gross domestic product, constant prices",2018,0.143,Advanced economies
2008,NGDPD,Advanced economies,U.S. dollars,Billions,"Gross domestic product, current prices",2018,43899.054,Advanced economies
2008,PPPGDP,Advanced economies,Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,40786.815,Advanced economies
2008,NGDPRPPPPC,Advanced economies,Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,41744.51,Advanced economies
2008,PPPPC,Advanced economies,Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,40101.989,Advanced economies
2008,NGAP_NPGDP,Advanced economies,Percent of potential GDP,,Output gap,2018,1.007,Advanced economies
2008,NID_NGDP,Advanced economies,Percent of GDP,,Investment,2018,22.755,Advanced economies
2008,NGSD_NGDP,Advanced economies,Percent of GDP,,Gross national savings,2018,21.138,Advanced economies
2008,PCPIPCH,Advanced economies,Percent change,,"Inflation, average consumer prices",2018,3.433,Advanced economies
2008,LUR,Advanced economies,Percent of total labor force,,Unemployment rate,2018,5.813,Advanced economies
2008,LE,Advanced economies,"Index, 2000=100",,Employment,2018,103.759,Advanced economies
2008,GGR_NGDP,Advanced economies,Percent of GDP,,General government revenue,2018,36.202,Advanced economies
2008,GGX_NGDP,Advanced economies,Percent of GDP,,General government total expenditure,2018,39.743,Advanced economies
2008,GGXCNL_NGDP,Advanced economies,Percent of GDP,,General government net lending/borrowing,2018,-3.541,Advanced economies
2008,GGSB_NPGDP,Advanced economies,Percent of potential GDP,,General government structural balance,2018,-4.154,Advanced economies
2008,GGXONLB_NGDP,Advanced economies,Percent of GDP,,General government primary net lending/borrowing,2018,-1.881,Advanced economies
2008,GGXWDN_NGDP,Advanced economies,Percent of GDP,,General government net debt,2018,53.163,Advanced economies
2008,GGXWDG_NGDP,Advanced economies,Percent of GDP,,General government gross debt,2018,77.793,Advanced economies
2008,BCA_NGDPD,Advanced economies,Percent of GDP,,Current account balance,2018,-1.402,Advanced economies
2008,BM,Advanced economies,U.S. dollars,Billions,Imports of goods and services,2018,13291.542,Advanced economies
2008,BX,Advanced economies,U.S. dollars,Billions,Exports of goods and services,2018,12942.281,Advanced economies
2008,BF,Advanced economies,U.S. dollars,Billions,Financial account balance,2018,-841.103,Advanced economies
2008,BFD,Advanced economies,U.S. dollars,Billions,"Direct investment, net",2018,641.233,Advanced economies
2008,BFP,Advanced economies,U.S. dollars,Billions,"Portfolio investment, net",2018,-1573.916,Advanced economies
2008,BFF,Advanced economies,U.S. dollars,Billions,"Financial derivatives, net",2018,340.593,Advanced economies
2008,BFO,Advanced economies,U.S. dollars,Billions,"Other investment, net",2018,-298.116,Advanced economies
2008,BFRA,Advanced economies,U.S. dollars,Billions,Change in reserves,2018,76.437,Advanced economies
2008,NGDP_RPCH,Euro area,Percent change,,"Gross domestic product, constant prices",2018,0.43,Euro area
2008,NGDPD,Euro area,U.S. dollars,Billions,"Gross domestic product, current prices",2018,14181.548,Euro area
2008,NGAP_NPGDP,Euro area,Percent of potential GDP,,Output gap,2018,2.529,Euro area
2008,NID_NGDP,Euro area,Percent of GDP,,Investment,2018,23.565,Euro area
2008,NGSD_NGDP,Euro area,Percent of GDP,,Gross national savings,2018,22.85,Euro area
2008,PCPIPCH,Euro area,Percent change,,"Inflation, average consumer prices",2018,3.343,Euro area
2008,LUR,Euro area,Percent of total labor force,,Unemployment rate,2018,7.592,Euro area
2008,LE,Euro area,"Index, 2000=100",,Employment,2018,104.846,Euro area
2008,GGR_NGDP,Euro area,Percent of GDP,,General government revenue,2018,44.404,Euro area
2008,GGX_NGDP,Euro area,Percent of GDP,,General government total expenditure,2018,46.563,Euro area
2008,GGXCNL_NGDP,Euro area,Percent of GDP,,General government net lending/borrowing,2018,-2.159,Euro area
2008,GGSB_NPGDP,Euro area,Percent of potential GDP,,General government structural balance,2018,-3.47,Euro area
2008,GGXONLB_NGDP,Euro area,Percent of GDP,,General government primary net lending/borrowing,2018,0.403,Euro area
2008,GGXWDN_NGDP,Euro area,Percent of GDP,,General government net debt,2018,53.849,Euro area
2008,GGXWDG_NGDP,Euro area,Percent of GDP,,General government gross debt,2018,68.58,Euro area
2008,BCA_NGDPD,Euro area,Percent of GDP,,Current account balance,2018,-1.471,Euro area
2008,BM,Euro area,U.S. dollars,Billions,Imports of goods and services,2018,3050.164,Euro area
2008,BX,Euro area,U.S. dollars,Billions,Exports of goods and services,2018,3065.247,Euro area
2008,BF,Euro area,U.S. dollars,Billions,Financial account balance,2018,-329.96,Euro area
2008,BFD,Euro area,U.S. dollars,Billions,"Direct investment, net",2018,326.231,Euro area
2008,BFP,Euro area,U.S. dollars,Billions,"Portfolio investment, net",2018,-218.589,Euro area
2008,BFF,Euro area,U.S. dollars,Billions,"Financial derivatives, net",2018,-34.859,Euro area
2008,BFO,Euro area,U.S. dollars,Billions,"Other investment, net",2018,-407.469,Euro area
2008,BFRA,Euro area,U.S. dollars,Billions,Change in reserves,2018,4.724,Euro area
2008,NGDP_RPCH,Major advanced economies (G7),Percent change,,"Gross domestic product, constant prices",2018,-0.263,Major advanced economies (G7)
2008,NGDPD,Major advanced economies (G7),U.S. dollars,Billions,"Gross domestic product, current prices",2018,33336.222,Major advanced economies (G7)
2008,PPPGDP,Major advanced economies (G7),Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,30495.751,Major advanced economies (G7)
2008,NGDPRPPPPC,Major advanced economies (G7),Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,43523.834,Major advanced economies (G7)
2008,PPPPC,Major advanced economies (G7),Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,41811.302,Major advanced economies (G7)
2008,NGAP_NPGDP,Major advanced economies (G7),Percent of potential GDP,,Output gap,2018,0.431,Major advanced economies (G7)
2008,NID_NGDP,Major advanced economies (G7),Percent of GDP,,Investment,2018,21.55,Major advanced economies (G7)
2008,NGSD_NGDP,Major advanced economies (G7),Percent of GDP,,Gross national savings,2018,19.549,Major advanced economies (G7)
2008,PCPIPCH,Major advanced economies (G7),Percent change,,"Inflation, average consumer prices",2018,3.194,Major advanced economies (G7)
2008,LUR,Major advanced economies (G7),Percent of total labor force,,Unemployment rate,2018,5.84,Major advanced economies (G7)
2008,LE,Major advanced economies (G7),"Index, 2000=100",,Employment,2018,102.83,Major advanced economies (G7)
2008,GGR_NGDP,Major advanced economies (G7),Percent of GDP,,General government revenue,2018,35.603,Major advanced economies (G7)
2008,GGX_NGDP,Major advanced economies (G7),Percent of GDP,,General government total expenditure,2018,40.177,Major advanced economies (G7)
2008,GGXCNL_NGDP,Major advanced economies (G7),Percent of GDP,,General government net lending/borrowing,2018,-4.574,Major advanced economies (G7)
2008,GGSB_NPGDP,Major advanced economies (G7),Percent of potential GDP,,General government structural balance,2018,-4.634,Major advanced economies (G7)
2008,GGXONLB_NGDP,Major advanced economies (G7),Percent of GDP,,General government primary net lending/borrowing,2018,-2.578,Major advanced economies (G7)
2008,GGXWDN_NGDP,Major advanced economies (G7),Percent of GDP,,General government net debt,2018,61.887,Major advanced economies (G7)
2008,GGXWDG_NGDP,Major advanced economies (G7),Percent of GDP,,General government gross debt,2018,88.592,Major advanced economies (G7)
2008,BCA_NGDPD,Major advanced economies (G7),Percent of GDP,,Current account balance,2018,-1.672,Major advanced economies (G7)
2008,BM,Major advanced economies (G7),U.S. dollars,Billions,Imports of goods and services,2018,7744.791,Major advanced economies (G7)
2008,BX,Major advanced economies (G7),U.S. dollars,Billions,Exports of goods and services,2018,7159.47,Major advanced economies (G7)
2008,BF,Major advanced economies (G7),U.S. dollars,Billions,Financial account balance,2018,-621.459,Major advanced economies (G7)
2008,BFD,Major advanced economies (G7),U.S. dollars,Billions,"Direct investment, net",2018,425.832,Major advanced economies (G7)
2008,BFP,Major advanced economies (G7),U.S. dollars,Billions,"Portfolio investment, net",2018,-1573.576,Major advanced economies (G7)
2008,BFF,Major advanced economies (G7),U.S. dollars,Billions,"Financial derivatives, net",2018,317.715,Major advanced economies (G7)
2008,BFO,Major advanced economies (G7),U.S. dollars,Billions,"Other investment, net",2018,175.431,Major advanced economies (G7)
2008,BFRA,Major advanced economies (G7),U.S. dollars,Billions,Change in reserves,2018,33.14,Major advanced economies (G7)
2008,NGDP_RPCH,Other advanced economies (Advanced economies excluding G7 and euro area),Percent change,,"Gross domestic product, constant prices",2018,1.707,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,NGDPD,Other advanced economies (Advanced economies excluding G7 and euro area),U.S. dollars,Billions,"Gross domestic product, current prices",2018,5490.928,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,PPPGDP,Other advanced economies (Advanced economies excluding G7 and euro area),Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,5768.32,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,NGDPRPPPPC,Other advanced economies (Advanced economies excluding G7 and euro area),Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,37746.846,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,PPPPC,Other advanced economies (Advanced economies excluding G7 and euro area),Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,36261.62,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,NID_NGDP,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of GDP,,Investment,2018,26.943,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,NGSD_NGDP,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of GDP,,Gross national savings,2018,30.341,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,PCPIPCH,Other advanced economies (Advanced economies excluding G7 and euro area),Percent change,,"Inflation, average consumer prices",2018,4.323,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,LUR,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of total labor force,,Unemployment rate,2018,3.997,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,LE,Other advanced economies (Advanced economies excluding G7 and euro area),"Index, 2000=100",,Employment,2018,106.443,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,GGR_NGDP,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of GDP,,General government revenue,2018,34.777,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,GGX_NGDP,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of GDP,,General government total expenditure,2018,32.661,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,GGXCNL_NGDP,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of GDP,,General government net lending/borrowing,2018,2.115,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,GGSB_NPGDP,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of potential GDP,,General government structural balance,2018,-0.362,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,GGXWDG_NGDP,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of GDP,,General government gross debt,2018,32.935,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,BCA_NGDPD,Other advanced economies (Advanced economies excluding G7 and euro area),Percent of GDP,,Current account balance,2018,2.991,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,BM,Other advanced economies (Advanced economies excluding G7 and euro area),U.S. dollars,Billions,Imports of goods and services,2018,2967.881,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,BX,Other advanced economies (Advanced economies excluding G7 and euro area),U.S. dollars,Billions,Exports of goods and services,2018,3228.98,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,BF,Other advanced economies (Advanced economies excluding G7 and euro area),U.S. dollars,Billions,Financial account balance,2018,25.151,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,BFD,Other advanced economies (Advanced economies excluding G7 and euro area),U.S. dollars,Billions,"Direct investment, net",2018,17.633,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,BFP,Other advanced economies (Advanced economies excluding G7 and euro area),U.S. dollars,Billions,"Portfolio investment, net",2018,176.688,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,BFF,Other advanced economies (Advanced economies excluding G7 and euro area),U.S. dollars,Billions,"Financial derivatives, net",2018,-11.782,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,BFO,Other advanced economies (Advanced economies excluding G7 and euro area),U.S. dollars,Billions,"Other investment, net",2018,-174.901,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,BFRA,Other advanced economies (Advanced economies excluding G7 and euro area),U.S. dollars,Billions,Change in reserves,2018,44.838,Other advanced economies (Advanced economies excluding G7 and euro area)
2008,NGDP_RPCH,European Union,Percent change,,"Gross domestic product, constant prices",2018,0.677,European Union
2008,NGDPD,European Union,U.S. dollars,Billions,"Gross domestic product, current prices",2018,19236.192,European Union
2008,PPPGDP,European Union,Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,16959.017,European Union
2008,NGDPRPPPPC,European Union,Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,35427.34,European Union
2008,PPPPC,European Union,Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,34033.38,European Union
2008,NID_NGDP,European Union,Percent of GDP,,Investment,2018,22.914,European Union
2008,NGSD_NGDP,European Union,Percent of GDP,,Gross national savings,2018,21.446,European Union
2008,PCPIPCH,European Union,Percent change,,"Inflation, average consumer prices",2018,3.704,European Union
2008,GGR_NGDP,European Union,Percent of GDP,,General government revenue,2018,43.034,European Union
2008,GGX_NGDP,European Union,Percent of GDP,,General government total expenditure,2018,45.506,European Union
2008,GGXCNL_NGDP,European Union,Percent of GDP,,General government net lending/borrowing,2018,-2.471,European Union
2008,GGXONLB_NGDP,European Union,Percent of GDP,,General government primary net lending/borrowing,2018,-0.225,European Union
2008,GGXWDN_NGDP,European Union,Percent of GDP,,General government net debt,2018,50.024,European Union
2008,GGXWDG_NGDP,European Union,Percent of GDP,,General government gross debt,2018,62.348,European Union
2008,BCA_NGDPD,European Union,Percent of GDP,,Current account balance,2018,-1.465,European Union
2008,NGDP_RPCH,Emerging market and developing economies,Percent change,,"Gross domestic product, constant prices",2018,5.732,Emerging market and developing economies
2008,NGDPD,Emerging market and developing economies,U.S. dollars,Billions,"Gross domestic product, current prices",2018,19822.591,Emerging market and developing economies
2008,PPPGDP,Emerging market and developing economies,Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,42814.12,Emerging market and developing economies
2008,NGDPRPPPPC,Emerging market and developing economies,Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,7913.705,Emerging market and developing economies
2008,PPPPC,Emerging market and developing economies,Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,7602.324,Emerging market and developing economies
2008,NID_NGDP,Emerging market and developing economies,Percent of GDP,,Investment,2018,30.423,Emerging market and developing economies
2008,NGSD_NGDP,Emerging market and developing economies,Percent of GDP,,Gross national savings,2018,33.572,Emerging market and developing economies
2008,PCPIPCH,Emerging market and developing economies,Percent change,,"Inflation, average consumer prices",2018,9.169,Emerging market and developing economies
2008,GGR_NGDP,Emerging market and developing economies,Percent of GDP,,General government revenue,2018,29.147,Emerging market and developing economies
2008,GGX_NGDP,Emerging market and developing economies,Percent of GDP,,General government total expenditure,2018,28.343,Emerging market and developing economies
2008,GGXCNL_NGDP,Emerging market and developing economies,Percent of GDP,,General government net lending/borrowing,2018,0.804,Emerging market and developing economies
2008,GGXONLB_NGDP,Emerging market and developing economies,Percent of GDP,,General government primary net lending/borrowing,2018,2.401,Emerging market and developing economies
2008,GGXWDG_NGDP,Emerging market and developing economies,Percent of GDP,,General government gross debt,2018,33.904,Emerging market and developing economies
2008,BCA_NGDPD,Emerging market and developing economies,Percent of GDP,,Current account balance,2018,3.441,Emerging market and developing economies
2008,BM,Emerging market and developing economies,U.S. dollars,Billions,Imports of goods and services,2018,6017.122,Emerging market and developing economies
2008,BX,Emerging market and developing economies,U.S. dollars,Billions,Exports of goods and services,2018,6681.527,Emerging market and developing economies
2008,BF,Emerging market and developing economies,U.S. dollars,Billions,Financial account balance,2018,584.908,Emerging market and developing economies
2008,BFD,Emerging market and developing economies,U.S. dollars,Billions,"Direct investment, net",2018,-470.215,Emerging market and developing economies
2008,BFP,Emerging market and developing economies,U.S. dollars,Billions,"Portfolio investment, net",2018,120.297,Emerging market and developing economies
2008,BFO,Emerging market and developing economies,U.S. dollars,Billions,"Other investment, net",2018,218.872,Emerging market and developing economies
2008,BFRA,Emerging market and developing economies,U.S. dollars,Billions,Change in reserves,2018,707.162,Emerging market and developing economies
2008,D,Emerging market and developing economies,U.S. dollars,Billions,"External debt, total",2018,4875.257,Emerging market and developing economies
2008,NGDP_RPCH,Commonwealth of Independent States,Percent change,,"Gross domestic product, constant prices",2018,5.338,Commonwealth of Independent States
2008,NGDPD,Commonwealth of Independent States,U.S. dollars,Billions,"Gross domestic product, current prices",2018,2307.756,Commonwealth of Independent States
2008,PPPGDP,Commonwealth of Independent States,Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,4482.871,Commonwealth of Independent States
2008,NGDPRPPPPC,Commonwealth of Independent States,Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,16747.973,Commonwealth of Independent States
2008,PPPPC,Commonwealth of Independent States,Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,16088.99,Commonwealth of Independent States
2008,NID_NGDP,Commonwealth of Independent States,Percent of GDP,,Investment,2018,24.093,Commonwealth of Independent States
2008,NGSD_NGDP,Commonwealth of Independent States,Percent of GDP,,Gross national savings,2018,28.643,Commonwealth of Independent States
2008,PCPIPCH,Commonwealth of Independent States,Percent change,,"Inflation, average consumer prices",2018,15.45,Commonwealth of Independent States
2008,GGR_NGDP,Commonwealth of Independent States,Percent of GDP,,General government revenue,2018,36.846,Commonwealth of Independent States
2008,GGX_NGDP,Commonwealth of Independent States,Percent of GDP,,General government total expenditure,2018,33.291,Commonwealth of Independent States
2008,GGXCNL_NGDP,Commonwealth of Independent States,Percent of GDP,,General government net lending/borrowing,2018,3.554,Commonwealth of Independent States
2008,GGXONLB_NGDP,Commonwealth of Independent States,Percent of GDP,,General government primary net lending/borrowing,2018,3.729,Commonwealth of Independent States
2008,GGXWDG_NGDP,Commonwealth of Independent States,Percent of GDP,,General government gross debt,2018,9.099,Commonwealth of Independent States
2008,BCA_NGDPD,Commonwealth of Independent States,Percent of GDP,,Current account balance,2018,4.716,Commonwealth of Independent States
2008,BM,Commonwealth of Independent States,U.S. dollars,Billions,Imports of goods and services,2018,614.453,Commonwealth of Independent States
2008,BX,Commonwealth of Independent States,U.S. dollars,Billions,Exports of goods and services,2018,790.805,Commonwealth of Independent States
2008,BF,Commonwealth of Independent States,U.S. dollars,Billions,Financial account balance,2018,103.476,Commonwealth of Independent States
2008,BFD,Commonwealth of Independent States,U.S. dollars,Billions,"Direct investment, net",2018,-49.603,Commonwealth of Independent States
2008,BFP,Commonwealth of Independent States,U.S. dollars,Billions,"Portfolio investment, net",2018,36.329,Commonwealth of Independent States
2008,BFO,Commonwealth of Independent States,U.S. dollars,Billions,"Other investment, net",2018,132.825,Commonwealth of Independent States
2008,BFRA,Commonwealth of Independent States,U.S. dollars,Billions,Change in reserves,2018,-17.281,Commonwealth of Independent States
2008,D,Commonwealth of Independent States,U.S. dollars,Billions,"External debt, total",2018,730.954,Commonwealth of Independent States
2008,NGDP_RPCH,Emerging and developing Asia,Percent change,,"Gross domestic product, constant prices",2018,7.238,Emerging and developing Asia
2008,NGDPD,Emerging and developing Asia,U.S. dollars,Billions,"Gross domestic product, current prices",2018,7446.139,Emerging and developing Asia
2008,PPPGDP,Emerging and developing Asia,Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,19186.154,Emerging and developing Asia
2008,NGDPRPPPPC,Emerging and developing Asia,Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,6104.224,Emerging and developing Asia
2008,PPPPC,Emerging and developing Asia,Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,5864.041,Emerging and developing Asia
2008,NID_NGDP,Emerging and developing Asia,Percent of GDP,,Investment,2018,38.478,Emerging and developing Asia
2008,NGSD_NGDP,Emerging and developing Asia,Percent of GDP,,Gross national savings,2018,44.152,Emerging and developing Asia
2008,PCPIPCH,Emerging and developing Asia,Percent change,,"Inflation, average consumer prices",2018,7.46,Emerging and developing Asia
2008,GGR_NGDP,Emerging and developing Asia,Percent of GDP,,General government revenue,2018,21.464,Emerging and developing Asia
2008,GGX_NGDP,Emerging and developing Asia,Percent of GDP,,General government total expenditure,2018,23.037,Emerging and developing Asia
2008,GGXCNL_NGDP,Emerging and developing Asia,Percent of GDP,,General government net lending/borrowing,2018,-1.572,Emerging and developing Asia
2008,GGXONLB_NGDP,Emerging and developing Asia,Percent of GDP,,General government primary net lending/borrowing,2018,-0.2,Emerging and developing Asia
2008,GGXWDG_NGDP,Emerging and developing Asia,Percent of GDP,,General government gross debt,2018,37.129,Emerging and developing Asia
2008,BCA_NGDPD,Emerging and developing Asia,Percent of GDP,,Current account balance,2018,5.701,Emerging and developing Asia
2008,BM,Emerging and developing Asia,U.S. dollars,Billions,Imports of goods and services,2018,2262.038,Emerging and developing Asia
2008,BX,Emerging and developing Asia,U.S. dollars,Billions,Exports of goods and services,2018,2568.509,Emerging and developing Asia
2008,BF,Emerging and developing Asia,U.S. dollars,Billions,Financial account balance,2018,464.591,Emerging and developing Asia
2008,BFD,Emerging and developing Asia,U.S. dollars,Billions,"Direct investment, net",2018,-151.507,Emerging and developing Asia
2008,BFP,Emerging and developing Asia,U.S. dollars,Billions,"Portfolio investment, net",2018,6.026,Emerging and developing Asia
2008,BFO,Emerging and developing Asia,U.S. dollars,Billions,"Other investment, net",2018,111.381,Emerging and developing Asia
2008,BFRA,Emerging and developing Asia,U.S. dollars,Billions,Change in reserves,2018,497.404,Emerging and developing Asia
2008,D,Emerging and developing Asia,U.S. dollars,Billions,"External debt, total",2018,1150.181,Emerging and developing Asia
2008,NGDP_RPCH,Emerging and developing Europe,Percent change,,"Gross domestic product, constant prices",2018,3.192,Emerging and developing Europe
2008,NGDPD,Emerging and developing Europe,U.S. dollars,Billions,"Gross domestic product, current prices",2018,1895.969,Emerging and developing Europe
2008,PPPGDP,Emerging and developing Europe,Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,2910.619,Emerging and developing Europe
2008,NGDPRPPPPC,Emerging and developing Europe,Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,17739.065,Emerging and developing Europe
2008,PPPPC,Emerging and developing Europe,Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,17041.086,Emerging and developing Europe
2008,NID_NGDP,Emerging and developing Europe,Percent of GDP,,Investment,2018,28.227,Emerging and developing Europe
2008,NGSD_NGDP,Emerging and developing Europe,Percent of GDP,,Gross national savings,2018,20.51,Emerging and developing Europe
2008,PCPIPCH,Emerging and developing Europe,Percent change,,"Inflation, average consumer prices",2018,8.015,Emerging and developing Europe
2008,NGDP_RPCH,"Middle East, North Africa, Afghanistan, and Pakistan",Percent change,,"Gross domestic product, constant prices",2018,4.64,"Middle East, North Africa, Afghanistan, and Pakistan"
2008,GGR_NGDP,Emerging and developing Europe,Percent of GDP,,General government revenue,2018,36.207,Emerging and developing Europe
2008,GGX_NGDP,Emerging and developing Europe,Percent of GDP,,General government total expenditure,2018,39.273,Emerging and developing Europe
2008,GGXCNL_NGDP,Emerging and developing Europe,Percent of GDP,,General government net lending/borrowing,2018,-3.065,Emerging and developing Europe
2008,GGXONLB_NGDP,Emerging and developing Europe,Percent of GDP,,General government primary net lending/borrowing,2018,-0.327,Emerging and developing Europe
2008,GGXWDN_NGDP,Emerging and developing Europe,Percent of GDP,,General government net debt,2018,32.765,Emerging and developing Europe
2008,GGXWDG_NGDP,Emerging and developing Europe,Percent of GDP,,General government gross debt,2018,39.494,Emerging and developing Europe
2008,BCA_NGDPD,Emerging and developing Europe,Percent of GDP,,Current account balance,2018,-7.852,Emerging and developing Europe
2008,BM,Emerging and developing Europe,U.S. dollars,Billions,Imports of goods and services,2018,788.149,Emerging and developing Europe
2008,BX,Emerging and developing Europe,U.S. dollars,Billions,Exports of goods and services,2018,653.382,Emerging and developing Europe
2008,BF,Emerging and developing Europe,U.S. dollars,Billions,Financial account balance,2018,-160.675,Emerging and developing Europe
2008,BFD,Emerging and developing Europe,U.S. dollars,Billions,"Direct investment, net",2018,-63.184,Emerging and developing Europe
2008,BFP,Emerging and developing Europe,U.S. dollars,Billions,"Portfolio investment, net",2018,14.426,Emerging and developing Europe
2008,BFF,Emerging and developing Europe,U.S. dollars,Billions,"Financial derivatives, net",2018,2.472,Emerging and developing Europe
2008,BFO,Emerging and developing Europe,U.S. dollars,Billions,"Other investment, net",2018,-120.268,Emerging and developing Europe
2008,BFRA,Emerging and developing Europe,U.S. dollars,Billions,Change in reserves,2018,5.881,Emerging and developing Europe
2008,D,Emerging and developing Europe,U.S. dollars,Billions,"External debt, total",2018,954.245,Emerging and developing Europe
2008,NGDP_RPCH,ASEAN-5,Percent change,,"Gross domestic product, constant prices",2018,5.351,ASEAN-5
2008,NGDPD,ASEAN-5,U.S. dollars,Billions,"Gross domestic product, current prices",2018,1360.481,ASEAN-5
2008,PPPGDP,ASEAN-5,Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,3914.803,ASEAN-5
2008,NGDPRPPPPC,ASEAN-5,Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,8155.234,ASEAN-5
2008,PPPPC,ASEAN-5,Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,7834.35,ASEAN-5
2008,NID_NGDP,ASEAN-5,Percent of GDP,,Investment,2018,28.395,ASEAN-5
2008,NGSD_NGDP,ASEAN-5,Percent of GDP,,Gross national savings,2018,30.589,ASEAN-5
2008,PCPIPCH,ASEAN-5,Percent change,,"Inflation, average consumer prices",2018,9.136,ASEAN-5
2008,GGR_NGDP,ASEAN-5,Percent of GDP,,General government revenue,2018,20.758,ASEAN-5
2008,GGX_NGDP,ASEAN-5,Percent of GDP,,General government total expenditure,2018,21.202,ASEAN-5
2008,GGXCNL_NGDP,ASEAN-5,Percent of GDP,,General government net lending/borrowing,2018,-0.444,ASEAN-5
2008,GGXONLB_NGDP,ASEAN-5,Percent of GDP,,General government primary net lending/borrowing,2018,1.147,ASEAN-5
2008,GGXWDG_NGDP,ASEAN-5,Percent of GDP,,General government gross debt,2018,36.407,ASEAN-5
2008,BCA_NGDPD,ASEAN-5,Percent of GDP,,Current account balance,2018,2.194,ASEAN-5
2008,NGDP_RPCH,Latin America and the Caribbean,Percent change,,"Gross domestic product, constant prices",2018,3.96,Latin America and the Caribbean
2008,NGDPD,Latin America and the Caribbean,U.S. dollars,Billions,"Gross domestic product, current prices",2018,4394.012,Latin America and the Caribbean
2008,PPPGDP,Latin America and the Caribbean,Purchasing power parity; international dollars,Billions,"Gross domestic product, current prices",2018,7319.7,Latin America and the Caribbean
2008,NGDPRPPPPC,Latin America and the Caribbean,Purchasing power parity; 2011 international dollar,Units,"Gross domestic product per capita, constant prices",2018,13599.726,Latin America and the Caribbean
2008,PPPPC,Latin America and the Caribbean,Purchasing power parity; international dollars,Units,"Gross domestic product per capita, current prices",2018,13064.617,Latin America and the Caribbean
2008,NID_NGDP,Latin America and the Caribbean,Percent of GDP,,Investment,2018,23.232,Latin America and the Caribbean
2008,NGSD_NGDP,Latin America and the Caribbean,Percent of GDP,,Gross national savings,2018,22.266,Latin America and the Caribbean
