"year","WEO.Subject.Code","Country.Group.Name","Units","Scale","Subject.Descriptor","vintage","value"
1999,"PPORK","World","U.S. cents","Units","Swine (pork), 51-52% lean Hogs, U.S. price, US cents per pound",2018,44.405
1999,"PPOULT","World","U.S. cents","Units","Poultry (chicken), Whole bird spot price, Georgia docks, US cents per pound",2018,59.965
1999,"PSEAFW","World","Index, 2005=100","","Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices",2018,98.781
1999,"PSALM","World","U.S. dollars","Units","Fish (salmon), Farm Bred Norwegian Salmon, export price, US$ per kilogram",2018,3.569
1999,"PSHRI","World","U.S. dollars","Units","Shrimp, Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan, US$ per kilogram",2018,14.607
1999,"PSUGAW","World","Index, 2005=100","","Commodity Sugar Index includes European, Free market, and U.S. Price Indices",2018,64.498
1999,"PSUGAISA","World","U.S. cents","Units","Sugar, Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position, US cents per pound",2018,6.265
1999,"PSUGAUSA","World","U.S. cents","Units","Sugar, U.S. import price, contract no.14 nearest futures position, US cents per pound",2018,21.14
1999,"PSUGAEEC","World","U.S. cents","Units","Sugar, European import price, CIF Europe, US cents per pound",2018,26.909
1999,"PBANSOP","World","U.S. dollars","Units","Bananas, Central American and Ecuador, FOB U.S. Ports, US$ per metric tonne",2018,373.918
1999,"PORANG","World","U.S. dollars","Units","Oranges, miscellaneous oranges French import price, US$ per metric tonne",2018,438.227
1999,"PBEVEW","World","Index, 2005=100","","Commodity Beverage Price Index includes Coffee, Tea, and Cocoa",2018,92.701
1999,"PCOFFW","World","Index, 2005=100","","Commodity Coffee Price Index includes Other Mild Arabicas and Robusta",2018,102.931
1999,"PCOFFOTM","World","U.S. cents","Units","Coffee, Other Mild Arabicas, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",2018,101.674
1999,"PCOFFROB","World","U.S. cents","Units","Coffee, Robusta, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",2018,67.654
1999,"PCOCO","World","U.S. dollars","Units","Cocoa beans, International Cocoa Organization cash price, CIF US and European ports, US$ per metric tonne",2018,1135.049
1999,"PTEA","World","U.S. cents","Units","Tea, Mombasa, Kenya, Auction Price, US cents per kilogram",2018,232.357
1999,"PRAWMW","World","Index, 2005=100","","Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices",2018,93.249
1999,"PTIMBW","World","Index, 2005=100","","Commodity Timber Index includes Hardwood and Softwood Price Indices",2018,91.402
1999,"PHARDW","World","Index, 2005=100","","Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices",2018,91.437
1999,"PLOGSK","World","U.S. dollars","Units","Hard Logs, Best quality Malaysian meranti, import price Japan, US$ per cubic meter",2018,187.025
1999,"PSAWMAL","World","U.S. dollars","Units","Hard Sawnwood, Dark Red Meranti, select and better quality, C&F U.K port, US$ per cubic meter",2018,601.107
1999,"PSOFTW","World","Index, 2005=100","","Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices",2018,91.382
1999,"PLOGORE","World","U.S. dollars","Units","Soft Logs, Average Export price from the U.S. for Douglas Fir, US$ per cubic meter",2018,164.544
1999,"PSAWORE","World","U.S. dollars","Units","Soft Sawnwood, average export price of Douglas Fir, U.S. Price, US$ per cubic meter",2018,300.547
1999,"PCOTTIND","World","U.S. cents","Units","Cotton, Cotton Outlook `A Index`, Middling 1-3/32 inch staple, CIF Liverpool, US cents per pound",2018,53.126
1999,"PWOOLW","World","Index, 2005=100","","Commodity Wool Index includes Coarse and Fine Wool Price Indices",2018,69.932
1999,"PWOOLF","World","U.S. cents","Units","Wool, fine, 19 micron, Australian Wool Exchange spot quote, US cents per kilogram",2018,619.25
1999,"PWOOLC","World","U.S. cents","Units","Wool, coarse, 23 micron, Australian Wool Exchange spot quote, US cents per kilogram",2018,276.471
1999,"PRUBB","World","U.S. cents","Units","Rubber, No.1 Rubber Smoked Sheet, FOB Maylaysian/Singapore, US cents per pound",2018,28.832
1999,"PHIDE","World","U.S. cents","Units","Hides, Heavy native steers, over 53 pounds, wholesale dealer`s price, US cents per pound",2018,72.15
1999,"PMETAW","World","Index, 2005=100","","Commodity Metals Price Index includes Copper, Aluminum, Iron Ore, Tin, Nickel, Zinc, Lead, and Uranium Price Indices",2018,55.379
1999,"PCOPP","World","U.S. dollars","Units","Copper, grade A cathode, LME spot price, CIF European ports, US$ per metric tonne",2018,1572.525
1999,"PALUM","World","U.S. dollars","Units","Aluminum, 99.5% minimum purity, LME spot price, CIF UK ports, US$ per metric tonne",2018,1359.989
1999,"PIORECR","World","U.S. dollars","Units","Iron Ore, China import Iron Ore Fines 62% FE spot (CFR Tianjin port) US$ per metric ton",2018,11.93
1999,"PTIN","World","U.S. dollars","Units","Tin, standard grade, LME spot price, US$ per metric tonne",2018,5391.394
1999,"PNICK","World","U.S. dollars","Units","Nickel, melting grade, LME spot price, CIF European ports, US$ per metric tonne",2018,6002.506
1999,"PZINC","World","U.S. dollars","Units","Zinc, high grade 98% pure, US$ per metric tonne",2018,1075.8
1999,"PLEAD","World","U.S. dollars","Units","Lead, 99.97% pure, LME spot price, CIF European Ports, US$ per metric tonne",2018,501.764
1999,"PURAN","World","U.S. dollars","Units","Uranium, u3o8 restricted price, Nuexco exchange spot, US$ per pound",2018,10.015
2000,"PALLFNFW","World","Index, 2005=100","","Commodity Price Index includes both Fuel and Non-Fuel Price Indices",2018,63.105
2000,"PNFUELW","World","Index, 2005=100","","Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices",2018,79.181
2000,"PINDUW","World","Index, 2005=100","","Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices",2018,77.674
2000,"POILAPSP","World","U.S. dollars","Units","Crude Oil (petroleum), simple average of three spot prices; Dated Brent, West Texas Intermediate, and the Dubai Fateh, US$ per barrel",2018,28.234
2000,"POILBRE","World","U.S. dollars","Units","Crude Oil (petroleum),  Dated Brent, light blend 38 API, fob U.K., US$ per barrel",2018,28.308
2000,"POILDUB","World","U.S. dollars","Units","Oil; Dubai, medium, Fateh 32 API, fob Dubai Crude Oil (petroleum), Dubai Fateh Fateh 32 API, US$ per barrel",2018,26.085
2000,"POILWTI","World","U.S. dollars","Units","Crude Oil (petroleum), West Texas Intermediate 40 API, Midland Texas, US$ per barrel",2018,30.315
2000,"PNRGW","World","Index, 2005=100","","Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices",2018,53.701
2000,"POILAPSPW","World","Index, 2005=100","","Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh",2018,52.918
2000,"PNGASW","World","Index, 2005=100","","Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices",2018,60.083
2000,"PNGASEU","World","U.S. dollars","Units","Natural Gas, Russian Natural Gas border price in Germany, US$ per million metric British thermal units of gas",2018,3.454
2000,"PNGASJP","World","U.S. dollars","Units","Natural Gas, Indonesian Liquified Natural Gas in Japan, US$ per million metric British thermal units of liquid",2018,5.235
2000,"PNGASUS","World","U.S. dollars","Units","Natural Gas, Natural Gas spot price at the Henry Hub terminal in Louisiana, US$ per million metric British thermal units of gas",2018,4.308
2000,"PCOALW","World","Index, 2005=100","","Commodity Coal Price Index includes Australian and South African Coal",2018,52.876
2000,"PCOALAU","World","U.S. dollars","Units","Coal, Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla, US$ per metric tonne",2018,26.25
2000,"PCOALSA","World","U.S. dollars","Units","Coal, South African export price, US$ per metric tonne",2018,26.57
2000,"PFANDBW","World","Index, 2005=100","","Commodity Food and Beverage Price Index includes Food and Beverage Price Indices",2018,80.673
2000,"PFOODW","World","Index, 2005=100","","Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices",2018,81.213
2000,"PCEREW","World","Index, 2005=100","","Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley",2018,80.124
2000,"PWHEAMT","World","U.S. dollars","Units","Wheat, No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico, US$ per metric tonne",2018,100.739
2000,"PMAIZMT","World","U.S. dollars","Units","Maize (corn), U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price, US$ per metric tonne",2018,88.219
2000,"PRICENPQ","World","U.S. dollars","Units","Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric tonne",2018,203.695
2000,"PBARL","World","U.S. dollars","Units","Barley, Canadian no.1 Western Barley, spot price, US$ per metric tonne",2018,77.235
2000,"PVOILW","World","Index, 2005=100","","Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices",2018,74.406
2000,"PSOYB","World","U.S. dollars","Units","Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne",2018,183.052
2000,"PSMEA","World","U.S. dollars","Units","Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne",2018,187.17
2000,"PSOIL","World","U.S. dollars","Units","Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne",2018,351.821
2000,"PROIL","World","U.S. dollars","Units","Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton",2018,346.24
2000,"PPOIL","World","U.S. dollars","Units","Palm oil, Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA, US$ per metric tonne",2018,261.144
2000,"PSUNO","World","U.S. dollars","Units","Sunflower Oil, US export price from Gulf of Mexico, US$ per metric tonne",2018,379.327
2000,"POLVOIL","World","U.S. dollars","Units","Olive Oil, extra virgin less than 1% free fatty acid, ex-tanker price U.K., US$ per metric tonne",2018,2980.116
2000,"PFISH","World","U.S. dollars","Units","Fishmeal, Peru Fish meal/pellets 65% protein, CIF, US$ per metric tonne",2018,452.09
2000,"PGNUTS","World","U.S. dollars","Units","Groundnuts (peanuts), 40/50 (40 to 50 count per ounce), cif Argentina, US$ per metric tonne",2018,785.509
2000,"PMEATW","World","Index, 2005=100","","Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices",2018,79.374
2000,"PBEEF","World","U.S. cents","Units","Beef, Australian and New Zealand 85% lean fores, FOB U.S. import price, US cents per pound",2018,87.789
2000,"PLAMB","World","U.S. cents","Units","Lamb, frozen carcass Smithfield London, US cents per pound",2018,112.854
2000,"PPORK","World","U.S. cents","Units","Swine (pork), 51-52% lean Hogs, U.S. price, US cents per pound",2018,59.287
2000,"PPOULT","World","U.S. cents","Units","Poultry (chicken), Whole bird spot price, Georgia docks, US cents per pound",2018,59.45
2000,"PSEAFW","World","Index, 2005=100","","Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices",2018,101.308
2000,"PSALM","World","U.S. dollars","Units","Fish (salmon), Farm Bred Norwegian Salmon, export price, US$ per kilogram",2018,3.646
2000,"PSHRI","World","U.S. dollars","Units","Shrimp, Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan, US$ per kilogram",2018,15.127
2000,"PSUGAW","World","Index, 2005=100","","Commodity Sugar Index includes European, Free market, and U.S. Price Indices",2018,80.945
2000,"PSUGAISA","World","U.S. cents","Units","Sugar, Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position, US cents per pound",2018,8.08
2000,"PSUGAUSA","World","U.S. cents","Units","Sugar, U.S. import price, contract no.14 nearest futures position, US cents per pound",2018,19.396
2000,"PSUGAEEC","World","U.S. cents","Units","Sugar, European import price, CIF Europe, US cents per pound",2018,25.21
2000,"PBANSOP","World","U.S. dollars","Units","Bananas, Central American and Ecuador, FOB U.S. Ports, US$ per metric tonne",2018,422.274
2000,"PORANG","World","U.S. dollars","Units","Oranges, miscellaneous oranges French import price, US$ per metric tonne",2018,363.213
2000,"PBEVEW","World","Index, 2005=100","","Commodity Beverage Price Index includes Coffee, Tea, and Cocoa",2018,75.683
2000,"PCOFFW","World","Index, 2005=100","","Commodity Coffee Price Index includes Other Mild Arabicas and Robusta",2018,76.09
2000,"PCOFFOTM","World","U.S. cents","Units","Coffee, Other Mild Arabicas, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",2018,85.046
2000,"PCOFFROB","World","U.S. cents","Units","Coffee, Robusta, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",2018,42.155
2000,"PCOCO","World","U.S. dollars","Units","Cocoa beans, International Cocoa Organization cash price, CIF US and European ports, US$ per metric tonne",2018,903.906
2000,"PTEA","World","U.S. cents","Units","Tea, Mombasa, Kenya, Auction Price, US cents per kilogram",2018,248.117
2000,"PRAWMW","World","Index, 2005=100","","Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices",2018,98.406
2000,"PTIMBW","World","Index, 2005=100","","Commodity Timber Index includes Hardwood and Softwood Price Indices",2018,89.915
2000,"PHARDW","World","Index, 2005=100","","Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices",2018,91.681
2000,"PLOGSK","World","U.S. dollars","Units","Hard Logs, Best quality Malaysian meranti, import price Japan, US$ per cubic meter",2018,190.063
2000,"PSAWMAL","World","U.S. dollars","Units","Hard Sawnwood, Dark Red Meranti, select and better quality, C&F U.K port, US$ per cubic meter",2018,599.176
2000,"PSOFTW","World","Index, 2005=100","","Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices",2018,88.939
2000,"PLOGORE","World","U.S. dollars","Units","Soft Logs, Average Export price from the U.S. for Douglas Fir, US$ per cubic meter",2018,180.775
2000,"PSAWORE","World","U.S. dollars","Units","Soft Sawnwood, average export price of Douglas Fir, U.S. Price, US$ per cubic meter",2018,284.807
2000,"PCOTTIND","World","U.S. cents","Units","Cotton, Cotton Outlook `A Index`, Middling 1-3/32 inch staple, CIF Liverpool, US cents per pound",2018,59.048
2000,"PWOOLW","World","Index, 2005=100","","Commodity Wool Index includes Coarse and Fine Wool Price Indices",2018,78.052
2000,"PWOOLF","World","U.S. cents","Units","Wool, fine, 19 micron, Australian Wool Exchange spot quote, US cents per kilogram",2018,733.542
2000,"PWOOLC","World","U.S. cents","Units","Wool, coarse, 23 micron, Australian Wool Exchange spot quote, US cents per kilogram",2018,280.979
2000,"PRUBB","World","U.S. cents","Units","Rubber, No.1 Rubber Smoked Sheet, FOB Maylaysian/Singapore, US cents per pound",2018,30.298
2000,"PHIDE","World","U.S. cents","Units","Hides, Heavy native steers, over 53 pounds, wholesale dealer`s price, US cents per pound",2018,80.225
2000,"PMETAW","World","Index, 2005=100","","Commodity Metals Price Index includes Copper, Aluminum, Iron Ore, Tin, Nickel, Zinc, Lead, and Uranium Price Indices",2018,62.699
2000,"PCOPP","World","U.S. dollars","Units","Copper, grade A cathode, LME spot price, CIF European ports, US$ per metric tonne",2018,1814.524
2000,"PALUM","World","U.S. dollars","Units","Aluminum, 99.5% minimum purity, LME spot price, CIF UK ports, US$ per metric tonne",2018,1551.498
2000,"PIORECR","World","U.S. dollars","Units","Iron Ore, China import Iron Ore Fines 62% FE spot (CFR Tianjin port) US$ per metric ton",2018,12.45
2000,"PTIN","World","U.S. dollars","Units","Tin, standard grade, LME spot price, US$ per metric tonne",2018,5435.903
2000,"PNICK","World","U.S. dollars","Units","Nickel, melting grade, LME spot price, CIF European ports, US$ per metric tonne",2018,8630.518
2000,"PZINC","World","U.S. dollars","Units","Zinc, high grade 98% pure, US$ per metric tonne",2018,1127.698
2000,"PLEAD","World","U.S. dollars","Units","Lead, 99.97% pure, LME spot price, CIF European Ports, US$ per metric tonne",2018,454.172
2000,"PURAN","World","U.S. dollars","Units","Uranium, u3o8 restricted price, Nuexco exchange spot, US$ per pound",2018,8.285
2001,"PALLFNFW","World","Index, 2005=100","","Commodity Price Index includes both Fuel and Non-Fuel Price Indices",2018,58.343
2001,"PNFUELW","World","Index, 2005=100","","Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices",2018,75.984
2001,"PINDUW","World","Index, 2005=100","","Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices",2018,72.536
2001,"POILAPSP","World","U.S. dollars","Units","Crude Oil (petroleum), simple average of three spot prices; Dated Brent, West Texas Intermediate, and the Dubai Fateh, US$ per barrel",2018,24.331
2001,"POILBRE","World","U.S. dollars","Units","Crude Oil (petroleum),  Dated Brent, light blend 38 API, fob U.K., US$ per barrel",2018,24.412
2001,"POILDUB","World","U.S. dollars","Units","Oil; Dubai, medium, Fateh 32 API, fob Dubai Crude Oil (petroleum), Dubai Fateh Fateh 32 API, US$ per barrel",2018,22.71
2001,"POILWTI","World","U.S. dollars","Units","Crude Oil (petroleum), West Texas Intermediate 40 API, Midland Texas, US$ per barrel",2018,25.869
2001,"PNRGW","World","Index, 2005=100","","Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices",2018,48.022
2001,"POILAPSPW","World","Index, 2005=100","","Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh",2018,45.602
2001,"PNGASW","World","Index, 2005=100","","Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices",2018,60.11
2001,"PNGASEU","World","U.S. dollars","Units","Natural Gas, Russian Natural Gas border price in Germany, US$ per million metric British thermal units of gas",2018,3.873
2001,"PNGASJP","World","U.S. dollars","Units","Natural Gas, Indonesian Liquified Natural Gas in Japan, US$ per million metric British thermal units of liquid",2018,4.669
2001,"PNGASUS","World","U.S. dollars","Units","Natural Gas, Natural Gas spot price at the Henry Hub terminal in Louisiana, US$ per million metric British thermal units of gas",2018,3.959
2001,"PCOALW","World","Index, 2005=100","","Commodity Coal Price Index includes Australian and South African Coal",2018,65.586
2001,"PCOALAU","World","U.S. dollars","Units","Coal, Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla, US$ per metric tonne",2018,32.313
2001,"PCOALSA","World","U.S. dollars","Units","Coal, South African export price, US$ per metric tonne",2018,33.864
2001,"PFANDBW","World","Index, 2005=100","","Commodity Food and Beverage Price Index includes Food and Beverage Price Indices",2018,79.399
2001,"PFOODW","World","Index, 2005=100","","Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices",2018,80.891
2001,"PCEREW","World","Index, 2005=100","","Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley",2018,81.866
2001,"PWHEAMT","World","U.S. dollars","Units","Wheat, No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico, US$ per metric tonne",2018,106.373
2001,"PMAIZMT","World","U.S. dollars","Units","Maize (corn), U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price, US$ per metric tonne",2018,89.609
2001,"PRICENPQ","World","U.S. dollars","Units","Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric tonne",2018,172.705
2001,"PBARL","World","U.S. dollars","Units","Barley, Canadian no.1 Western Barley, spot price, US$ per metric tonne",2018,93.936
2001,"PVOILW","World","Index, 2005=100","","Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices",2018,71.491
2001,"PSOYB","World","U.S. dollars","Units","Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne",2018,168.755
2001,"PSMEA","World","U.S. dollars","Units","Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne",2018,180.612
2001,"PSOIL","World","U.S. dollars","Units","Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne",2018,346.989
2001,"PROIL","World","U.S. dollars","Units","Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton",2018,391.879
2001,"PPOIL","World","U.S. dollars","Units","Palm oil, Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA, US$ per metric tonne",2018,238.398
2001,"PSUNO","World","U.S. dollars","Units","Sunflower Oil, US export price from Gulf of Mexico, US$ per metric tonne",2018,436.109
2001,"POLVOIL","World","U.S. dollars","Units","Olive Oil, extra virgin less than 1% free fatty acid, ex-tanker price U.K., US$ per metric tonne",2018,2667.275
2001,"PFISH","World","U.S. dollars","Units","Fishmeal, Peru Fish meal/pellets 65% protein, CIF, US$ per metric tonne",2018,530.051
2001,"PGNUTS","World","U.S. dollars","Units","Groundnuts (peanuts), 40/50 (40 to 50 count per ounce), cif Argentina, US$ per metric tonne",2018,753.254
2001,"PMEATW","World","Index, 2005=100","","Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices",2018,85.301
2001,"PBEEF","World","U.S. cents","Units","Beef, Australian and New Zealand 85% lean fores, FOB U.S. import price, US cents per pound",2018,96.541
2001,"PLAMB","World","U.S. cents","Units","Lamb, frozen carcass Smithfield London, US cents per pound",2018,130.248
2001,"PPORK","World","U.S. cents","Units","Swine (pork), 51-52% lean Hogs, U.S. price, US cents per pound",2018,61.433
2001,"PPOULT","World","U.S. cents","Units","Poultry (chicken), Whole bird spot price, Georgia docks, US cents per pound",2018,63.627
2001,"PSEAFW","World","Index, 2005=100","","Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices",2018,86.439
2001,"PSALM","World","U.S. dollars","Units","Fish (salmon), Farm Bred Norwegian Salmon, export price, US$ per kilogram",2018,2.891
2001,"PSHRI","World","U.S. dollars","Units","Shrimp, Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan, US$ per kilogram",2018,15.083
2001,"PSUGAW","World","Index, 2005=100","","Commodity Sugar Index includes European, Free market, and U.S. Price Indices",2018,82.914
2001,"PSUGAISA","World","U.S. cents","Units","Sugar, Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position, US cents per pound",2018,8.232
2001,"PSUGAUSA","World","U.S. cents","Units","Sugar, U.S. import price, contract no.14 nearest futures position, US cents per pound",2018,21.338
2001,"PSUGAEEC","World","U.S. cents","Units","Sugar, European import price, CIF Europe, US cents per pound",2018,23.944
2001,"PBANSOP","World","U.S. dollars","Units","Bananas, Central American and Ecuador, FOB U.S. Ports, US$ per metric tonne",2018,584.695
2001,"PORANG","World","U.S. dollars","Units","Oranges, miscellaneous oranges French import price, US$ per metric tonne",2018,595.498
2001,"PBEVEW","World","Index, 2005=100","","Commodity Beverage Price Index includes Coffee, Tea, and Cocoa",2018,65.626
2001,"PCOFFW","World","Index, 2005=100","","Commodity Coffee Price Index includes Other Mild Arabicas and Robusta",2018,53.056
2001,"PCOFFOTM","World","U.S. cents","Units","Coffee, Other Mild Arabicas, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",2018,61.909
2001,"PCOFFROB","World","U.S. cents","Units","Coffee, Robusta, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",2018,27.32
2001,"PCOCO","World","U.S. dollars","Units","Cocoa beans, International Cocoa Organization cash price, CIF US and European ports, US$ per metric tonne",2018,1088.376
2001,"PTEA","World","U.S. cents","Units","Tea, Mombasa, Kenya, Auction Price, US cents per kilogram",2018,198.123
2001,"PRAWMW","World","Index, 2005=100","","Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices",2018,95.057
2001,"PTIMBW","World","Index, 2005=100","","Commodity Timber Index includes Hardwood and Softwood Price Indices",2018,82.421
2001,"PHARDW","World","Index, 2005=100","","Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices",2018,75.47
2001,"PLOGSK","World","U.S. dollars","Units","Hard Logs, Best quality Malaysian meranti, import price Japan, US$ per cubic meter",2018,159.876
2001,"PSAWMAL","World","U.S. dollars","Units","Hard Sawnwood, Dark Red Meranti, select and better quality, C&F U.K port, US$ per cubic meter",2018,488.462
2001,"PSOFTW","World","Index, 2005=100","","Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices",2018,86.267
2001,"PLOGORE","World","U.S. dollars","Units","Soft Logs, Average Export price from the U.S. for Douglas Fir, US$ per cubic meter",2018,157.724
2001,"PSAWORE","World","U.S. dollars","Units","Soft Sawnwood, average export price of Douglas Fir, U.S. Price, US$ per cubic meter",2018,282.828
2001,"PCOTTIND","World","U.S. cents","Units","Cotton, Cotton Outlook `A Index`, Middling 1-3/32 inch staple, CIF Liverpool, US cents per pound",2018,47.997
2001,"PWOOLW","World","Index, 2005=100","","Commodity Wool Index includes Coarse and Fine Wool Price Indices",2018,75.971
2001,"PWOOLF","World","U.S. cents","Units","Wool, fine, 19 micron, Australian Wool Exchange spot quote, US cents per kilogram",2018,623.436
2001,"PWOOLC","World","U.S. cents","Units","Wool, coarse, 23 micron, Australian Wool Exchange spot quote, US cents per kilogram",2018,332.432
2001,"PRUBB","World","U.S. cents","Units","Rubber, No.1 Rubber Smoked Sheet, FOB Maylaysian/Singapore, US cents per pound",2018,26.086
2001,"PHIDE","World","U.S. cents","Units","Hides, Heavy native steers, over 53 pounds, wholesale dealer`s price, US cents per pound",2018,84.6
2001,"PMETAW","World","Index, 2005=100","","Commodity Metals Price Index includes Copper, Aluminum, Iron Ore, Tin, Nickel, Zinc, Lead, and Uranium Price Indices",2018,56.268
2001,"PCOPP","World","U.S. dollars","Units","Copper, grade A cathode, LME spot price, CIF European ports, US$ per metric tonne",2018,1580.169
2001,"PALUM","World","U.S. dollars","Units","Aluminum, 99.5% minimum purity, LME spot price, CIF UK ports, US$ per metric tonne",2018,1446.747
2001,"PIORECR","World","U.S. dollars","Units","Iron Ore, China import Iron Ore Fines 62% FE spot (CFR Tianjin port) US$ per metric ton",2018,12.99
2001,"PTIN","World","U.S. dollars","Units","Tin, standard grade, LME spot price, US$ per metric tonne",2018,4489.436
2001,"PNICK","World","U.S. dollars","Units","Nickel, melting grade, LME spot price, CIF European ports, US$ per metric tonne",2018,5969.631
2001,"PZINC","World","U.S. dollars","Units","Zinc, high grade 98% pure, US$ per metric tonne",2018,886.819
2001,"PLEAD","World","U.S. dollars","Units","Lead, 99.97% pure, LME spot price, CIF European Ports, US$ per metric tonne",2018,476.357
2001,"PURAN","World","U.S. dollars","Units","Uranium, u3o8 restricted price, Nuexco exchange spot, US$ per pound",2018,8.62
2002,"PALLFNFW","World","Index, 2005=100","","Commodity Price Index includes both Fuel and Non-Fuel Price Indices",2018,58.173
2002,"PNFUELW","World","Index, 2005=100","","Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices",2018,76.94
2002,"PINDUW","World","Index, 2005=100","","Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices",2018,71.321
2002,"POILAPSP","World","U.S. dollars","Units","Crude Oil (petroleum), simple average of three spot prices; Dated Brent, West Texas Intermediate, and the Dubai Fateh, US$ per barrel",2018,24.95
2002,"POILBRE","World","U.S. dollars","Units","Crude Oil (petroleum),  Dated Brent, light blend 38 API, fob U.K., US$ per barrel",2018,24.998
2002,"POILDUB","World","U.S. dollars","Units","Oil; Dubai, medium, Fateh 32 API, fob Dubai Crude Oil (petroleum), Dubai Fateh Fateh 32 API, US$ per barrel",2018,23.734
2002,"POILWTI","World","U.S. dollars","Units","Crude Oil (petroleum), West Texas Intermediate 40 API, Midland Texas, US$ per barrel",2018,26.116
2002,"PNRGW","World","Index, 2005=100","","Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices",2018,47.193
